frame, lambda, x, y
1.030000000000000000e+02,5.364614135566155018e-02,1.314569937443581082e+00,2.116354422442654482e+00
1.040000000000000000e+02,5.412672759927245059e-02,1.327704165770486000e+00,2.136605996857511514e+00
1.050000000000000000e+02,5.460659927328390811e-02,1.340844923749184847e+00,2.156852152110971588e+00
1.060000000000000000e+02,5.508575796450863871e-02,1.353992194785159420e+00,2.177092896005120792e+00
1.070000000000000000e+02,5.556420525573798480e-02,1.367145962317608987e+00,2.197328236348823793e+00
1.080000000000000000e+02,5.604194272574893054e-02,1.380306209819486041e+00,2.217558180957553304e+00
1.090000000000000000e+02,5.651897194931671670e-02,1.393472920797322212e+00,2.237782737653404297e+00
1.100000000000000000e+02,5.699529449722409019e-02,1.406646078791277565e+00,2.258001914264895049e+00
1.110000000000000000e+02,5.747091193627054673e-02,1.419825667375073319e+00,2.278215718626910302e+00
1.120000000000000000e+02,5.794582582928133052e-02,1.433011670155956097e+00,2.298424158580587573e+00
1.130000000000000000e+02,5.842003773512016718e-02,1.446204070774570694e+00,2.318627241973231889e+00
1.140000000000000000e+02,5.889354920869669524e-02,1.459402852905042014e+00,2.338824976658216315e+00
1.150000000000000000e+02,5.936636180097597248e-02,1.472608000254846283e+00,2.359017370494910892e+00
1.160000000000000000e+02,5.983847705899097980e-02,1.485819496564757092e+00,2.379204431348483695e+00
1.170000000000000000e+02,6.030989652584965027e-02,1.499037325608827187e+00,2.399386167089971877e+00
1.180000000000000000e+02,6.078062174074542329e-02,1.512261471194343176e+00,2.419562585596011672e+00
1.190000000000000000e+02,6.125065423896779854e-02,1.525491917161771349e+00,2.439733694748866810e+00
1.200000000000000000e+02,6.171999555191138437e-02,1.538728647384692172e+00,2.459899502436272201e+00
1.210000000000000000e+02,6.218864720708653510e-02,1.551971645769753216e+00,2.480060016551391300e+00
1.220000000000000000e+02,6.265661072812681032e-02,1.565220896256650507e+00,2.500215244992674002e+00
1.230000000000000000e+02,6.312388763480132614e-02,1.578476382818052581e+00,2.520365195663771374e+00
1.240000000000000000e+02,6.359047944302206878e-02,1.591738089459603378e+00,2.540509876473421969e+00
1.250000000000000000e+02,6.405638766485736990e-02,1.605006000219713957e+00,2.560649295335522879e+00
1.260000000000000000e+02,6.452161380853603523e-02,1.618280099169743247e+00,2.580783460168717625e+00
1.270000000000000000e+02,6.498615937846168034e-02,1.631560370413792871e+00,2.600912378896637733e+00
1.280000000000000000e+02,6.545002587521969728e-02,1.644846798088691164e+00,2.621036059447632738e+00
1.290000000000000000e+02,6.591321479558850949e-02,1.658139366363973632e+00,2.641154509754628066e+00
1.300000000000000000e+02,6.637572763254928621e-02,1.671438059441738178e+00,2.661267737755281360e+00
1.310000000000000000e+02,6.683756587529202098e-02,1.684742861556755233e+00,2.681375751391641415e+00
1.320000000000000000e+02,6.729873100923014495e-02,1.698053756976306561e+00,2.701478558610105551e+00
1.330000000000000000e+02,6.775922451600692453e-02,1.711370730000106644e+00,2.721576167361504872e+00
1.340000000000000000e+02,6.821904787350595301e-02,1.724693764960310904e+00,2.741668585600834263e+00
1.350000000000000000e+02,6.867820255586008782e-02,1.738022846221531470e+00,2.761755821287152912e+00
1.360000000000000000e+02,6.913669003346087361e-02,1.751357958180650432e+00,2.781837882383655369e+00
1.370000000000000000e+02,6.959451177297004687e-02,1.764699085266783651e+00,2.801914776857515221e+00
1.380000000000000000e+02,7.005166923732705775e-02,1.778046211941347376e+00,2.821986512679700354e+00
1.390000000000000000e+02,7.050816388575793792e-02,1.791399322697916796e+00,2.842053097825044006e+00
1.400000000000000000e+02,7.096399717378601424e-02,1.804758402062186295e+00,2.862114540272017393e+00
1.410000000000000000e+02,7.141917055324244201e-02,1.818123434591860210e+00,2.882170848002829189e+00
1.420000000000000000e+02,7.187368547227301896e-02,1.831494404876768289e+00,2.902222029003084458e+00
1.430000000000000000e+02,7.232754337534778866e-02,1.844871297538647870e+00,2.922268091261926770e+00
1.440000000000000000e+02,7.278074570327390524e-02,1.858254097231169411e+00,2.942309042771839245e+00
1.450000000000000000e+02,7.323329389320121230e-02,1.871642788639819255e+00,2.962344891528687185e+00
1.460000000000000000e+02,7.368518937863276219e-02,1.885037356481965354e+00,2.982375645531419650e+00
1.470000000000000000e+02,7.413643358943368400e-02,1.898437785506702280e+00,3.002401312782154719e+00
1.480000000000000000e+02,7.458702795184261880e-02,1.911844060494822584e+00,3.022421901286122647e+00
1.490000000000000000e+02,7.503697388847853367e-02,1.925256166258770163e+00,3.042437419051438496e+00
1.500000000000000000e+02,7.548627281835142144e-02,1.938674087642600963e+00,3.062447874089158972e+00
1.510000000000000000e+02,7.593492615687080782e-02,1.952097809521902372e+00,3.082453274413111899e+00
1.520000000000000000e+02,7.638293531585473028e-02,1.965527316803783453e+00,3.102453628039867795e+00
1.530000000000000000e+02,7.683030170354004929e-02,1.978962594426774135e+00,3.122448942988668819e+00
1.540000000000000000e+02,7.727702672459214883e-02,1.992403627360759488e+00,3.142439227281343506e+00
1.550000000000000000e+02,7.772311178011108435e-02,2.005850400607023243e+00,3.162424488942122025e+00
1.560000000000000000e+02,7.816855826764455839e-02,2.019302899198089474e+00,3.182404735997749867e+00
1.570000000000000000e+02,7.861336758119356893e-02,2.032761108197746580e+00,3.202379976477246259e+00
1.580000000000000000e+02,7.905754111122616223e-02,2.046225012700845003e+00,3.222350218412003642e+00
1.590000000000000000e+02,7.950108024467952839e-02,2.059694597833538143e+00,3.242315469835432395e+00
1.600000000000000000e+02,7.994398636497698774e-02,2.073169848752872468e+00,3.262275738783216639e+00
1.610000000000000000e+02,8.038626085203229299e-02,2.086650750646959818e+00,3.282231033293030009e+00
1.620000000000000000e+02,8.082790508225837223e-02,2.100137288734966301e+00,3.302181361404421978e+00
1.630000000000000000e+02,8.126892042858008258e-02,2.113629448266788557e+00,3.322126731159002588e+00
1.640000000000000000e+02,8.170930826043902584e-02,2.127127214523313548e+00,3.342067150600016134e+00
1.650000000000000000e+02,8.214906994380588579e-02,2.140630572816164534e+00,3.362002627772582741e+00
1.660000000000000000e+02,8.258820684118738098e-02,2.154139508487686872e+00,3.381933170723442572e+00
1.670000000000000000e+02,8.302672031163631228e-02,2.167654006910951114e+00,3.401858787500955827e+00
1.680000000000000000e+02,8.346461171075979235e-02,2.181174053489620235e+00,3.421779486154974848e+00
1.690000000000000000e+02,8.390188239072934873e-02,2.194699633657982485e+00,3.441695274736829901e+00
1.700000000000000000e+02,8.433853370028808472e-02,2.208230732880806624e+00,3.461606161299243922e+00
1.710000000000000000e+02,8.477456698476155961e-02,2.221767336653343250e+00,3.481512153896204609e+00
1.720000000000000000e+02,8.520998358606515777e-02,2.235309430501243977e+00,3.501413260583021270e+00
1.730000000000000000e+02,8.564478484271410841e-02,2.248856999980507698e+00,3.521309489416168503e+00
1.740000000000000000e+02,8.607897208983188164e-02,2.262410030677463713e+00,3.541200848453144090e+00
1.750000000000000000e+02,8.651254665915773800e-02,2.275968508208726870e+00,3.561087345752511624e+00
1.760000000000000000e+02,8.694550987905903805e-02,2.289532418220973309e+00,3.580968989373886302e+00
1.770000000000000000e+02,8.737786307453578039e-02,2.303101746391119864e+00,3.600845787377679130e+00
1.780000000000000000e+02,8.780960756723224514e-02,2.316676478426164643e+00,3.620717747825167976e+00
1.790000000000000000e+02,8.824074467544602840e-02,2.330256600063080441e+00,3.640584878778398092e+00
1.800000000000000000e+02,8.867127571413355169e-02,2.343842097068844055e+00,3.660447188300139487e+00
1.810000000000000000e+02,8.910120199492393978e-02,2.357432955240328809e+00,3.680304684453744812e+00
1.820000000000000000e+02,8.953052482612217089e-02,2.371029160404276137e+00,3.700157375303177787e+00
1.830000000000000000e+02,8.995924551272176106e-02,2.384630698417258277e+00,3.720005268912814245e+00
1.840000000000000000e+02,9.038736535641271608e-02,2.398237555165528612e+00,3.739848373347598454e+00
1.850000000000000000e+02,9.081488565558790138e-02,2.411849716565106494e+00,3.759686696672716266e+00
1.860000000000000000e+02,9.124180770535576801e-02,2.425467168561597386e+00,3.779520246953765650e+00
1.870000000000000000e+02,9.166813279754428001e-02,2.439089897130227502e+00,3.799349032256472469e+00
1.880000000000000000e+02,9.209386222071519468e-02,2.452717888275683489e+00,3.819173060646861018e+00
1.890000000000000000e+02,9.251899726016522829e-02,2.466351128032226114e+00,3.838992340190941377e+00
1.900000000000000000e+02,9.294353919794244578e-02,2.479989602463435361e+00,3.858806878954894160e+00
1.910000000000000000e+02,9.336748931284991060e-02,2.493633297662272597e+00,3.878616685004843134e+00
1.920000000000000000e+02,9.379084888045549628e-02,2.507282199751055707e+00,3.898421766406769962e+00
1.930000000000000000e+02,9.421361917309989398e-02,2.520936294881280126e+00,3.918222131226613669e+00
1.940000000000000000e+02,9.463580145990747872e-02,2.534595569233653922e+00,3.938017787530114333e+00
1.950000000000000000e+02,9.505739700679148585e-02,2.548260009018030292e+00,3.957808743382699390e+00
1.960000000000000000e+02,9.547840707646512715e-02,2.561929600473332513e+00,3.977595006849483639e+00
1.970000000000000000e+02,9.589883292844796070e-02,2.575604329867529962e+00,3.997376585995240816e+00
1.980000000000000000e+02,9.631867581907653519e-02,2.589284183497503999e+00,4.017153488884304124e+00
1.990000000000000000e+02,9.673793700151026020e-02,2.602969147689114138e+00,4.036925723580466752e+00
2.000000000000000000e+02,9.715661772574386845e-02,2.616659208796987102e+00,4.056693298147024507e+00
2.010000000000000000e+02,9.757471923860928931e-02,2.630354353204677142e+00,4.076456220646591078e+00
2.020000000000000000e+02,9.799224278379194131e-02,2.644054567324323646e+00,4.096214499141169085e+00
2.030000000000000000e+02,9.840918960183160646e-02,2.657759837596897601e+00,4.115968141691979554e+00
